cluster_id,cluster_type,role,section_header,sector,policy_statement,parent_statement,verbatim_text,extraction_rationale,policy_type,parent_policy_name,validation_result,confidence_score,validation_reasoning,final_verdict,has_quantifiable_target,has_timeline,has_binding_mechanism,has_spatial_specificity,weak_language_detected,strong_language_detected,initiative_name,initiative_result,confidence_score_init,coverage_score,coherence_score,aggregate_measurability,has_implementation_pathway,inherited_binding_mechanism,inherited_spatial_scope,subs_strong,subs_moderate,subs_weak,final_verdict_init,initiative_reasoning,trace_type,trace_id,trace_path,sub_index,sub_action_label,sub_strength,sub_has_quantifiable_target,sub_has_timeline,sub_is_concrete_action
20,parent_with_subs,sub,Pillar 4 | Strategy 5. Enable interconnection and storage,Energy,Ensure 150 megawatts of energy storage by 2025.,"Pillar 4 Strategy 5: Enable interconnection and storage by ensuring 150 MW of energy storage by 2025 and expanding energy demand reduction targets (1,000 MW by 2030; 3,000 MW by 2040).",A. Ensure 150 megawatts of energy storage by 2025,Lettered action with quantified MW target and deadline.,sub,5. Enable interconnection,,,,,,,,,,,Pillar 4 | Strategy 5. Enable interconnection and storage,SOUND,0.78,0.85,0.9,Yes,No,No,No,2.0,0.0,0.0,True,"This initiative aims to enable interconnection and storage by delivering specified amounts of energy storage and demand reduction by set years. Sub-action strengths: 2 strong, 0 moderate, 0 weak—each includes a concrete outcome, numeric target(s), and a timeline. The parent text does not provide an enforceable binding mechanism or a clear spatial scope that sub-actions can inherit, so the plan’s main limitation is the absence of an explicit delivery mechanism or accountable implementer. Coverage is high because the subs match the parent’s stated targets directly; coherence is high because storage and demand reduction are complementary grid resources with consistent milestone years. Applying the initiative soundness rule: coverage_score (0.85) >= 0.6, coherence_score (0.9) >= 0.5, aggregate_measurability = Yes, at least half of subs are strong/moderate (2/2), and at least one sub is strong (yes) → SOUND. Confidence is moderate-high given clear measurability but limited implementation detail.",initiative,init:Pillar 4 | Strategy 5. Enable interconnection and storage:sub:1,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,1.0,Action 1: Ensure 150 MW of energy storage by 2025,strong,Yes,Yes,Yes
20,parent_with_subs,sub,Pillar 4 | Strategy 5. Enable interconnection and storage,Energy,"Encourage 1,000 megawatts of new energy demand reduction by 2030, and 3,000 megawatts by 2040.","Pillar 4 Strategy 5: Enable interconnection and storage by ensuring 150 MW of energy storage by 2025 and expanding energy demand reduction targets (1,000 MW by 2030; 3,000 MW by 2040).","B. Encourage 1,000 megawattsofnewenergydemand reduction by 2030, and 3,000 megawatts by 2040",Lettered action with quantified MW targets and deadlines.,sub,5. Enable interconnection,,,,,,,,,,,Pillar 4 | Strategy 5. Enable interconnection and storage,SOUND,0.78,0.85,0.9,Yes,No,No,No,2.0,0.0,0.0,True,"This initiative aims to enable interconnection and storage by delivering specified amounts of energy storage and demand reduction by set years. Sub-action strengths: 2 strong, 0 moderate, 0 weak—each includes a concrete outcome, numeric target(s), and a timeline. The parent text does not provide an enforceable binding mechanism or a clear spatial scope that sub-actions can inherit, so the plan’s main limitation is the absence of an explicit delivery mechanism or accountable implementer. Coverage is high because the subs match the parent’s stated targets directly; coherence is high because storage and demand reduction are complementary grid resources with consistent milestone years. Applying the initiative soundness rule: coverage_score (0.85) >= 0.6, coherence_score (0.9) >= 0.5, aggregate_measurability = Yes, at least half of subs are strong/moderate (2/2), and at least one sub is strong (yes) → SOUND. Confidence is moderate-high given clear measurability but limited implementation detail.",initiative,init:Pillar 4 | Strategy 5. Enable interconnection and storage:sub:2,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,2.0,"Action 2: Encourage 1,000 MW demand reduction by 2030; 3,000 MW by 2040",strong,Yes,Yes,Yes
21,parent_with_subs,parent,Pillar 5 | Strategy 1. Collect relevant data,Cross-sector,"Pillar 5 Strategy 1: Collect relevant data including reporting energy burden by community area, developing a water and soil quality measurement and mitigation strategy, and establishing an outdoor air quality monitoring network.",,5 | 1. Collect relevant data | A. Report energy burden by community area by 2023 B. Develop a water and soil quality measurement and miti- gation strategy by 2023 C. Establish a robust outdoor air quality monitoring network by 2025,"Named strategy with lettered, time-bound monitoring/reporting actions.",parent,,,,,,,,,,,,Pillar 5 | Strategy 1. Collect relevant data,PARTIAL,0.68,0.75,0.9,Yes,Yes,No,No,0.0,3.0,0.0,True,"This initiative aims to improve environmental justice and public health decision-making by collecting and organizing key datasets: energy burden reporting, a water/soil measurement and mitigation strategy, and an outdoor air monitoring network. Across the three sub-actions, 0 are strong, 3 are moderate, and 0 are weak: each has a clear deadline and a tangible deliverable, but none includes a quantifiable performance target (e.g., monitoring sites, pollutants/parameters, reporting frequency, or reduction outcomes). The parent does not provide an enforceable binding mechanism (ordinance/regulation) or a clear geographic/institutional scope beyond the phrase 'by community area,' so weaker specificity is not materially lifted by inheritance. Coverage is high because the sub-actions match the parent items directly (coverage_score 0.75), and coherence is very high because the actions are distinct but aligned and timelines do not conflict (coherence_score 0.9). Aggregate measurability is still 'Yes' in a lenient sense because all actions are deadline-driven and verifiable as completed, but outcome tracking is limited. Applying the initiative soundness rule: it fails SOUND due to no sub-action being 'strong' (no targets), but meets PARTIAL because coverage is >= 0.4, at least one sub-action is moderate, and there are clear deadlines throughout. Therefore the initiative_result is PARTIAL and the final verdict is True given confidence >= 0.55.",initiative,init:Pillar 5 | Strategy 1. Collect relevant data:parent,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,,,,,,
21,parent_with_subs,sub,Pillar 5 | Strategy 1. Collect relevant data,Cross-sector,Report energy burden by community area by 2023.,"Pillar 5 Strategy 1: Collect relevant data including reporting energy burden by community area, developing a water and soil quality measurement and mitigation strategy, and establishing an outdoor air quality monitoring network.",A. Report energy burden by community area by 2023,Lettered action with explicit deadline.,sub,1. Collect relevant data,,,,,,,,,,,Pillar 5 | Strategy 1. Collect relevant data,PARTIAL,0.68,0.75,0.9,Yes,Yes,No,No,0.0,3.0,0.0,True,"This initiative aims to improve environmental justice and public health decision-making by collecting and organizing key datasets: energy burden reporting, a water/soil measurement and mitigation strategy, and an outdoor air monitoring network. Across the three sub-actions, 0 are strong, 3 are moderate, and 0 are weak: each has a clear deadline and a tangible deliverable, but none includes a quantifiable performance target (e.g., monitoring sites, pollutants/parameters, reporting frequency, or reduction outcomes). The parent does not provide an enforceable binding mechanism (ordinance/regulation) or a clear geographic/institutional scope beyond the phrase 'by community area,' so weaker specificity is not materially lifted by inheritance. Coverage is high because the sub-actions match the parent items directly (coverage_score 0.75), and coherence is very high because the actions are distinct but aligned and timelines do not conflict (coherence_score 0.9). Aggregate measurability is still 'Yes' in a lenient sense because all actions are deadline-driven and verifiable as completed, but outcome tracking is limited. Applying the initiative soundness rule: it fails SOUND due to no sub-action being 'strong' (no targets), but meets PARTIAL because coverage is >= 0.4, at least one sub-action is moderate, and there are clear deadlines throughout. Therefore the initiative_result is PARTIAL and the final verdict is True given confidence >= 0.55.",initiative,init:Pillar 5 | Strategy 1. Collect relevant data:sub:1,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,1.0,Action 1: Report energy burden by community area by 2023,moderate,No,Yes,Yes
21,parent_with_subs,sub,Pillar 5 | Strategy 1. Collect relevant data,Cross-sector,Develop a water and soil quality measurement and mitigation strategy by 2023.,"Pillar 5 Strategy 1: Collect relevant data including reporting energy burden by community area, developing a water and soil quality measurement and mitigation strategy, and establishing an outdoor air quality monitoring network.",B. Develop a water and soil quality measurement and miti- gation strategy by 2023,Lettered action with explicit deadline.,sub,1. Collect relevant data,,,,,,,,,,,Pillar 5 | Strategy 1. Collect relevant data,PARTIAL,0.68,0.75,0.9,Yes,Yes,No,No,0.0,3.0,0.0,True,"This initiative aims to improve environmental justice and public health decision-making by collecting and organizing key datasets: energy burden reporting, a water/soil measurement and mitigation strategy, and an outdoor air monitoring network. Across the three sub-actions, 0 are strong, 3 are moderate, and 0 are weak: each has a clear deadline and a tangible deliverable, but none includes a quantifiable performance target (e.g., monitoring sites, pollutants/parameters, reporting frequency, or reduction outcomes). The parent does not provide an enforceable binding mechanism (ordinance/regulation) or a clear geographic/institutional scope beyond the phrase 'by community area,' so weaker specificity is not materially lifted by inheritance. Coverage is high because the sub-actions match the parent items directly (coverage_score 0.75), and coherence is very high because the actions are distinct but aligned and timelines do not conflict (coherence_score 0.9). Aggregate measurability is still 'Yes' in a lenient sense because all actions are deadline-driven and verifiable as completed, but outcome tracking is limited. Applying the initiative soundness rule: it fails SOUND due to no sub-action being 'strong' (no targets), but meets PARTIAL because coverage is >= 0.4, at least one sub-action is moderate, and there are clear deadlines throughout. Therefore the initiative_result is PARTIAL and the final verdict is True given confidence >= 0.55.",initiative,init:Pillar 5 | Strategy 1. Collect relevant data:sub:2,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,2.0,Action 2: Develop a water and soil quality measurement and mitigation strategy by 2023,moderate,No,Yes,Yes
21,parent_with_subs,sub,Pillar 5 | Strategy 1. Collect relevant data,Cross-sector,Establish a robust outdoor air quality monitoring network by 2025.,"Pillar 5 Strategy 1: Collect relevant data including reporting energy burden by community area, developing a water and soil quality measurement and mitigation strategy, and establishing an outdoor air quality monitoring network.",C. Establish a robust outdoor air quality monitoring network by 2025,Lettered action with explicit deadline and specific intervention (monitoring network).,sub,1. Collect relevant data,,,,,,,,,,,Pillar 5 | Strategy 1. Collect relevant data,PARTIAL,0.68,0.75,0.9,Yes,Yes,No,No,0.0,3.0,0.0,True,"This initiative aims to improve environmental justice and public health decision-making by collecting and organizing key datasets: energy burden reporting, a water/soil measurement and mitigation strategy, and an outdoor air monitoring network. Across the three sub-actions, 0 are strong, 3 are moderate, and 0 are weak: each has a clear deadline and a tangible deliverable, but none includes a quantifiable performance target (e.g., monitoring sites, pollutants/parameters, reporting frequency, or reduction outcomes). The parent does not provide an enforceable binding mechanism (ordinance/regulation) or a clear geographic/institutional scope beyond the phrase 'by community area,' so weaker specificity is not materially lifted by inheritance. Coverage is high because the sub-actions match the parent items directly (coverage_score 0.75), and coherence is very high because the actions are distinct but aligned and timelines do not conflict (coherence_score 0.9). Aggregate measurability is still 'Yes' in a lenient sense because all actions are deadline-driven and verifiable as completed, but outcome tracking is limited. Applying the initiative soundness rule: it fails SOUND due to no sub-action being 'strong' (no targets), but meets PARTIAL because coverage is >= 0.4, at least one sub-action is moderate, and there are clear deadlines throughout. Therefore the initiative_result is PARTIAL and the final verdict is True given confidence >= 0.55.",initiative,init:Pillar 5 | Strategy 1. Collect relevant data:sub:3,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,3.0,Action 3: Establish a robust outdoor air quality monitoring network by 2025,moderate,No,Yes,Yes
22,parent_with_subs,parent,Pillar 5 | Strategy 2. Enable data-driven decision-making,Cross-sector,Pillar 5 Strategy 2: Enable data-driven decision-making through publishing just transition metrics; integrating resilience and climate justice criteria into departmental planning and budgets; developing a Heat Vulnerability Index; publishing quality-of-life metrics; and optimizing emergency management strategies.,,"5 | 2. Enable data-driven decision-making | A. Publish clean energy just transition metrics by 2022 B. Integrate community resilience and climate justice criteria into department-level strategic planning and annual budget setting by 2023 C. Develop a Heat Vulnerability Index and integrate into planning and development, community safety, and public health planning processes beginning in 2023 D. Publish citywide and community-level quality-of-life metrics on equity and sustainability by 2023 E. Assess and optimize community-level emergency management strategies related to climate preparedness by 2024","Named strategy with multiple lettered, time-bound actions.",parent,,,,,,,,,,,,Pillar 5 | Strategy 2. Enable data-driven decision-making,PARTIAL,0.6,0.75,0.8,Yes,Yes,No,Yes,0.0,4.0,1.0,True,"1) Aim: build a citywide, equity- and resilience-focused measurement and decision system by publishing key metrics, creating a Heat Vulnerability Index, embedding criteria into departmental planning/budgets, and improving emergency preparedness. 2) Sub-action strength mix: 0 strong, 4 moderate (Actions 1–4), 1 weak (Action 5). 3) Parent context provides cross-sector framing and citywide/community-level scope (not a binding mechanism), which supports measurability via deliverables even when individual subs lack numeric targets. 4) Coverage is strong (0.75) because each element of the parent statement is represented; the main gap is lack of defined quantitative indicator targets or required adoption/compliance metrics. Coherence is strong (0.8) because the actions logically connect (measure → integrate into processes → preparedness optimization) with little redundancy. 5) Applying the Initiative Soundness Rule: it is not SOUND because there is no 'strong' sub-action (targets + timeline + concrete action), despite good coverage/coherence and trackable deadlines. It qualifies as PARTIAL because coverage >= 0.4, multiple subs are moderate, and the cluster contains multiple deadlines and a clear annual reporting commitment, making it more than aspirational. Final verdict is True because PARTIAL with confidence_score (0.6) >= 0.55.",initiative,init:Pillar 5 | Strategy 2. Enable data-driven decision-making:parent,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,,,,,,
22,parent_with_subs,sub,Pillar 5 | Strategy 2. Enable data-driven decision-making,Cross-sector,Publish clean energy just transition metrics by 2022.,Pillar 5 Strategy 2: Enable data-driven decision-making through publishing just transition metrics; integrating resilience and climate justice criteria into departmental planning and budgets; developing a Heat Vulnerability Index; publishing quality-of-life metrics; and optimizing emergency management strategies.,A. Publish clean energy just transition metrics by 2022,Lettered action with explicit deadline.,sub,2. Enable data-driven decision-making,,,,,,,,,,,Pillar 5 | Strategy 2. Enable data-driven decision-making,PARTIAL,0.6,0.75,0.8,Yes,Yes,No,Yes,0.0,4.0,1.0,True,"1) Aim: build a citywide, equity- and resilience-focused measurement and decision system by publishing key metrics, creating a Heat Vulnerability Index, embedding criteria into departmental planning/budgets, and improving emergency preparedness. 2) Sub-action strength mix: 0 strong, 4 moderate (Actions 1–4), 1 weak (Action 5). 3) Parent context provides cross-sector framing and citywide/community-level scope (not a binding mechanism), which supports measurability via deliverables even when individual subs lack numeric targets. 4) Coverage is strong (0.75) because each element of the parent statement is represented; the main gap is lack of defined quantitative indicator targets or required adoption/compliance metrics. Coherence is strong (0.8) because the actions logically connect (measure → integrate into processes → preparedness optimization) with little redundancy. 5) Applying the Initiative Soundness Rule: it is not SOUND because there is no 'strong' sub-action (targets + timeline + concrete action), despite good coverage/coherence and trackable deadlines. It qualifies as PARTIAL because coverage >= 0.4, multiple subs are moderate, and the cluster contains multiple deadlines and a clear annual reporting commitment, making it more than aspirational. Final verdict is True because PARTIAL with confidence_score (0.6) >= 0.55.",initiative,init:Pillar 5 | Strategy 2. Enable data-driven decision-making:sub:1,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,1.0,Action 1: Publish clean energy just transition metrics by 2022,moderate,No,Yes,Yes
22,parent_with_subs,sub,Pillar 5 | Strategy 2. Enable data-driven decision-making,Cross-sector,Integrate community resilience and climate justice criteria into department-level strategic planning and annual budget setting by 2023.,Pillar 5 Strategy 2: Enable data-driven decision-making through publishing just transition metrics; integrating resilience and climate justice criteria into departmental planning and budgets; developing a Heat Vulnerability Index; publishing quality-of-life metrics; and optimizing emergency management strategies.,B. Integrate community resilience and climate justice criteria into department-level strategic planning and annual budget setting by 2023,Lettered action with deadline; specifies integration into planning/budget processes.,sub,2. Enable data-driven decision-making,,,,,,,,,,,Pillar 5 | Strategy 2. Enable data-driven decision-making,PARTIAL,0.6,0.75,0.8,Yes,Yes,No,Yes,0.0,4.0,1.0,True,"1) Aim: build a citywide, equity- and resilience-focused measurement and decision system by publishing key metrics, creating a Heat Vulnerability Index, embedding criteria into departmental planning/budgets, and improving emergency preparedness. 2) Sub-action strength mix: 0 strong, 4 moderate (Actions 1–4), 1 weak (Action 5). 3) Parent context provides cross-sector framing and citywide/community-level scope (not a binding mechanism), which supports measurability via deliverables even when individual subs lack numeric targets. 4) Coverage is strong (0.75) because each element of the parent statement is represented; the main gap is lack of defined quantitative indicator targets or required adoption/compliance metrics. Coherence is strong (0.8) because the actions logically connect (measure → integrate into processes → preparedness optimization) with little redundancy. 5) Applying the Initiative Soundness Rule: it is not SOUND because there is no 'strong' sub-action (targets + timeline + concrete action), despite good coverage/coherence and trackable deadlines. It qualifies as PARTIAL because coverage >= 0.4, multiple subs are moderate, and the cluster contains multiple deadlines and a clear annual reporting commitment, making it more than aspirational. Final verdict is True because PARTIAL with confidence_score (0.6) >= 0.55.",initiative,init:Pillar 5 | Strategy 2. Enable data-driven decision-making:sub:2,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,2.0,Action 2: Integrate community resilience and climate justice criteria into department-level strategic planning and annual budget setting by 2023,moderate,No,Yes,Yes
22,parent_with_subs,sub,Pillar 5 | Strategy 2. Enable data-driven decision-making,Cross-sector,"Develop a Heat Vulnerability Index and integrate it into planning and development, community safety, and public health planning processes beginning in 2023.",Pillar 5 Strategy 2: Enable data-driven decision-making through publishing just transition metrics; integrating resilience and climate justice criteria into departmental planning and budgets; developing a Heat Vulnerability Index; publishing quality-of-life metrics; and optimizing emergency management strategies.,"C. Develop a Heat Vulnerability Index and integrate into planning and development, community safety, and public health planning processes beginning in 2023",Lettered action with start date and defined tool (Heat Vulnerability Index).,sub,2. Enable data-driven decision-making,,,,,,,,,,,Pillar 5 | Strategy 2. Enable data-driven decision-making,PARTIAL,0.6,0.75,0.8,Yes,Yes,No,Yes,0.0,4.0,1.0,True,"1) Aim: build a citywide, equity- and resilience-focused measurement and decision system by publishing key metrics, creating a Heat Vulnerability Index, embedding criteria into departmental planning/budgets, and improving emergency preparedness. 2) Sub-action strength mix: 0 strong, 4 moderate (Actions 1–4), 1 weak (Action 5). 3) Parent context provides cross-sector framing and citywide/community-level scope (not a binding mechanism), which supports measurability via deliverables even when individual subs lack numeric targets. 4) Coverage is strong (0.75) because each element of the parent statement is represented; the main gap is lack of defined quantitative indicator targets or required adoption/compliance metrics. Coherence is strong (0.8) because the actions logically connect (measure → integrate into processes → preparedness optimization) with little redundancy. 5) Applying the Initiative Soundness Rule: it is not SOUND because there is no 'strong' sub-action (targets + timeline + concrete action), despite good coverage/coherence and trackable deadlines. It qualifies as PARTIAL because coverage >= 0.4, multiple subs are moderate, and the cluster contains multiple deadlines and a clear annual reporting commitment, making it more than aspirational. Final verdict is True because PARTIAL with confidence_score (0.6) >= 0.55.",initiative,init:Pillar 5 | Strategy 2. Enable data-driven decision-making:sub:3,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,3.0,"Action 3: Develop a Heat Vulnerability Index and integrate it into planning and development, community safety, and public health planning processes beginning in 2023",moderate,No,Yes,Yes
22,parent_with_subs,sub,Pillar 5 | Strategy 2. Enable data-driven decision-making,Cross-sector,"Publish citywide and community-level quality-of-life metrics on equity and sustainability by 2023, reported every year.",Pillar 5 Strategy 2: Enable data-driven decision-making through publishing just transition metrics; integrating resilience and climate justice criteria into departmental planning and budgets; developing a Heat Vulnerability Index; publishing quality-of-life metrics; and optimizing emergency management strategies.,"D. Publish citywide and community-level quality-of-life metrics on equity and sustainability by 2023

These metrics will be measured and publicly reported every year.",Lettered action with deadline plus explicit commitment to annual public reporting.,sub,2. Enable data-driven decision-making,,,,,,,,,,,Pillar 5 | Strategy 2. Enable data-driven decision-making,PARTIAL,0.6,0.75,0.8,Yes,Yes,No,Yes,0.0,4.0,1.0,True,"1) Aim: build a citywide, equity- and resilience-focused measurement and decision system by publishing key metrics, creating a Heat Vulnerability Index, embedding criteria into departmental planning/budgets, and improving emergency preparedness. 2) Sub-action strength mix: 0 strong, 4 moderate (Actions 1–4), 1 weak (Action 5). 3) Parent context provides cross-sector framing and citywide/community-level scope (not a binding mechanism), which supports measurability via deliverables even when individual subs lack numeric targets. 4) Coverage is strong (0.75) because each element of the parent statement is represented; the main gap is lack of defined quantitative indicator targets or required adoption/compliance metrics. Coherence is strong (0.8) because the actions logically connect (measure → integrate into processes → preparedness optimization) with little redundancy. 5) Applying the Initiative Soundness Rule: it is not SOUND because there is no 'strong' sub-action (targets + timeline + concrete action), despite good coverage/coherence and trackable deadlines. It qualifies as PARTIAL because coverage >= 0.4, multiple subs are moderate, and the cluster contains multiple deadlines and a clear annual reporting commitment, making it more than aspirational. Final verdict is True because PARTIAL with confidence_score (0.6) >= 0.55.",initiative,init:Pillar 5 | Strategy 2. Enable data-driven decision-making:sub:4,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,4.0,Action 4: Publish citywide and community-level quality-of-life metrics on equity and sustainability by 2023 (reported every year),moderate,No,Yes,Yes
22,parent_with_subs,sub,Pillar 5 | Strategy 2. Enable data-driven decision-making,Cross-sector,Assess and optimize community-level emergency management strategies related to climate preparedness by 2024.,Pillar 5 Strategy 2: Enable data-driven decision-making through publishing just transition metrics; integrating resilience and climate justice criteria into departmental planning and budgets; developing a Heat Vulnerability Index; publishing quality-of-life metrics; and optimizing emergency management strategies.,E. Assess and optimize community-level emergency management strategies related to climate preparedness by 2024,Lettered action with explicit deadline.,sub,2. Enable data-driven decision-making,,,,,,,,,,,Pillar 5 | Strategy 2. Enable data-driven decision-making,PARTIAL,0.6,0.75,0.8,Yes,Yes,No,Yes,0.0,4.0,1.0,True,"1) Aim: build a citywide, equity- and resilience-focused measurement and decision system by publishing key metrics, creating a Heat Vulnerability Index, embedding criteria into departmental planning/budgets, and improving emergency preparedness. 2) Sub-action strength mix: 0 strong, 4 moderate (Actions 1–4), 1 weak (Action 5). 3) Parent context provides cross-sector framing and citywide/community-level scope (not a binding mechanism), which supports measurability via deliverables even when individual subs lack numeric targets. 4) Coverage is strong (0.75) because each element of the parent statement is represented; the main gap is lack of defined quantitative indicator targets or required adoption/compliance metrics. Coherence is strong (0.8) because the actions logically connect (measure → integrate into processes → preparedness optimization) with little redundancy. 5) Applying the Initiative Soundness Rule: it is not SOUND because there is no 'strong' sub-action (targets + timeline + concrete action), despite good coverage/coherence and trackable deadlines. It qualifies as PARTIAL because coverage >= 0.4, multiple subs are moderate, and the cluster contains multiple deadlines and a clear annual reporting commitment, making it more than aspirational. Final verdict is True because PARTIAL with confidence_score (0.6) >= 0.55.",initiative,init:Pillar 5 | Strategy 2. Enable data-driven decision-making:sub:5,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,5.0,Action 5: Assess and optimize community-level emergency management strategies related to climate preparedness by 2024,weak,No,Yes,No
23,parent_with_subs,parent,Pillar 5 | Strategy 3. Enable community resiliency,Adaptation,Pillar 5 Strategy 3: Enable community resiliency by resourcing community-led climate infrastructure projects and integrating community resiliency strategies with the City's hazard mitigation planning.,,5 | 3. Enable community resiliency | A. Resource community-led climate infrastructure projects by 2022 B. Integrate community resiliency strategies with the City's hazard mitigation planning by 2023,"Named strategy with lettered, time-bound actions.",parent,,,,,,,,,,,,Pillar 5 | Strategy 3. Enable community resiliency,PARTIAL,0.6,0.65,0.8,No,Yes,No,No,0.0,2.0,0.0,True,"This initiative aims to improve community resiliency by (i) resourcing community-led climate infrastructure projects and (ii) integrating community resiliency strategies into the City’s hazard mitigation planning. Sub-action strength count: 0 strong, 2 moderate, 0 weak—both are concrete and time-bound but lack measurable outcome targets. The parent header provides timelines but does not establish an enforceable binding mechanism (e.g., ordinance/adopted plan requirement) or explicit spatial scope, so weaker measurability is not lifted by inheritance. Coverage is fairly strong because both sub-actions directly reflect the parent’s two-part goal, but the absence of defined outputs (funding amounts, number of projects, or specific planning adoption requirements) limits full coverage of ‘resourcing’ and ‘integration’ in a trackable way; hence coverage_score 0.65. Coherence is high (0.8) because the actions are complementary and non-conflicting. Applying the initiative soundness rule: it fails SOUND because aggregate_measurability is 'No' and there is no 'strong' sub-action, but it meets PARTIAL because coverage_score >= 0.4, there are moderate (concrete, deadline-based) actions, and there are deadlines in the cluster indicating it is not purely aspirational. Verdict follows PARTIAL with moderate confidence given the minimal detail.",initiative,init:Pillar 5 | Strategy 3. Enable community resiliency:parent,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,,,,,,
23,parent_with_subs,sub,Pillar 5 | Strategy 3. Enable community resiliency,Adaptation,Resource community-led climate infrastructure projects by 2022.,Pillar 5 Strategy 3: Enable community resiliency by resourcing community-led climate infrastructure projects and integrating community resiliency strategies with the City's hazard mitigation planning.,A. Resource community-led climate infrastructure projects by 2022,Lettered action with explicit deadline.,sub,3. Enable community resiliency,,,,,,,,,,,Pillar 5 | Strategy 3. Enable community resiliency,PARTIAL,0.6,0.65,0.8,No,Yes,No,No,0.0,2.0,0.0,True,"This initiative aims to improve community resiliency by (i) resourcing community-led climate infrastructure projects and (ii) integrating community resiliency strategies into the City’s hazard mitigation planning. Sub-action strength count: 0 strong, 2 moderate, 0 weak—both are concrete and time-bound but lack measurable outcome targets. The parent header provides timelines but does not establish an enforceable binding mechanism (e.g., ordinance/adopted plan requirement) or explicit spatial scope, so weaker measurability is not lifted by inheritance. Coverage is fairly strong because both sub-actions directly reflect the parent’s two-part goal, but the absence of defined outputs (funding amounts, number of projects, or specific planning adoption requirements) limits full coverage of ‘resourcing’ and ‘integration’ in a trackable way; hence coverage_score 0.65. Coherence is high (0.8) because the actions are complementary and non-conflicting. Applying the initiative soundness rule: it fails SOUND because aggregate_measurability is 'No' and there is no 'strong' sub-action, but it meets PARTIAL because coverage_score >= 0.4, there are moderate (concrete, deadline-based) actions, and there are deadlines in the cluster indicating it is not purely aspirational. Verdict follows PARTIAL with moderate confidence given the minimal detail.",initiative,init:Pillar 5 | Strategy 3. Enable community resiliency:sub:1,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,1.0,Action 1: Resource community-led climate infrastructure projects by 2022.,moderate,No,Yes,Yes
23,parent_with_subs,sub,Pillar 5 | Strategy 3. Enable community resiliency,Adaptation,Integrate community resiliency strategies with the City's hazard mitigation planning by 2023.,Pillar 5 Strategy 3: Enable community resiliency by resourcing community-led climate infrastructure projects and integrating community resiliency strategies with the City's hazard mitigation planning.,B. Integrate community resiliency strategies with the City's hazard mitigation planning by 2023,Lettered action with explicit deadline.,sub,3. Enable community resiliency,,,,,,,,,,,Pillar 5 | Strategy 3. Enable community resiliency,PARTIAL,0.6,0.65,0.8,No,Yes,No,No,0.0,2.0,0.0,True,"This initiative aims to improve community resiliency by (i) resourcing community-led climate infrastructure projects and (ii) integrating community resiliency strategies into the City’s hazard mitigation planning. Sub-action strength count: 0 strong, 2 moderate, 0 weak—both are concrete and time-bound but lack measurable outcome targets. The parent header provides timelines but does not establish an enforceable binding mechanism (e.g., ordinance/adopted plan requirement) or explicit spatial scope, so weaker measurability is not lifted by inheritance. Coverage is fairly strong because both sub-actions directly reflect the parent’s two-part goal, but the absence of defined outputs (funding amounts, number of projects, or specific planning adoption requirements) limits full coverage of ‘resourcing’ and ‘integration’ in a trackable way; hence coverage_score 0.65. Coherence is high (0.8) because the actions are complementary and non-conflicting. Applying the initiative soundness rule: it fails SOUND because aggregate_measurability is 'No' and there is no 'strong' sub-action, but it meets PARTIAL because coverage_score >= 0.4, there are moderate (concrete, deadline-based) actions, and there are deadlines in the cluster indicating it is not purely aspirational. Verdict follows PARTIAL with moderate confidence given the minimal detail.",initiative,init:Pillar 5 | Strategy 3. Enable community resiliency:sub:2,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,2.0,Action 2: Integrate community resiliency strategies with the City's hazard mitigation planning by 2023.,moderate,No,Yes,Yes
